iter	Accuracy	MultiClass
888	0.6636546185	0.8460383855
889	0.6636546185	0.8459293128
890	0.6646586345	0.8456328609
891	0.6656626506	0.8455136039
892	0.6656626506	0.8452857831
893	0.6661646586	0.845160344
894	0.6661646586	0.845037618
895	0.6666666667	0.8448781031
896	0.6671686747	0.844680068
897	0.6686746988	0.8444828363
898	0.6681726908	0.8443582952
899	0.6676706827	0.8442795793
900	0.6671686747	0.8441519414
901	0.6676706827	0.8438956866
902	0.6681726908	0.8436980364
903	0.6681726908	0.843511859
904	0.6696787149	0.8433527566
905	0.6691767068	0.8431334666
906	0.6696787149	0.8429898111
907	0.6686746988	0.8427908155
908	0.6686746988	0.8425716828
909	0.6706827309	0.8423832295
910	0.6706827309	0.8423164937
911	0.671686747	0.8420175678
912	0.671686747	0.8419287621
913	0.671686747	0.8418122717
914	0.671686747	0.8416991669
915	0.6726907631	0.8413177636
916	0.672188755	0.8412196018
917	0.671686747	0.8411003593
918	0.672188755	0.8408468428
919	0.671184739	0.840600712
920	0.6706827309	0.8404103637
921	0.6706827309	0.84012468
922	0.6701807229	0.8399734567
923	0.6701807229	0.8398582934
924	0.6701807229	0.8397446534
925	0.6706827309	0.8395261991
926	0.6701807229	0.8393295785
927	0.6701807229	0.8391724557
928	0.671184739	0.8389317462
929	0.671184739	0.8387721305
930	0.672188755	0.8386629166
931	0.6736947791	0.8385788555
932	0.6736947791	0.8384543718
933	0.6736947791	0.8383207115
934	0.6736947791	0.8381766623
935	0.6736947791	0.8380530643
936	0.6741967871	0.8378770511
937	0.6741967871	0.8377315108
938	0.6741967871	0.8375529442
939	0.6746987952	0.8374345578
940	0.6741967871	0.8371470226
941	0.6736947791	0.836998387
942	0.6746987952	0.8368167747
943	0.6752008032	0.8366627524
944	0.6757028112	0.836472862
945	0.6762048193	0.8363597334
946	0.6757028112	0.8362026333
947	0.6762048193	0.8360666553
948	0.6772088353	0.8359181337
949	0.6772088353	0.8358406578
950	0.6772088353	0.835758572
951	0.6772088353	0.8355510114
952	0.6767068273	0.8353875985
953	0.6772088353	0.8352706555
954	0.6767068273	0.8351533143
955	0.6752008032	0.8349275521
956	0.6752008032	0.834683925
957	0.6757028112	0.8344682929
958	0.6772088353	0.8343943986
959	0.6787148594	0.8342423594
960	0.6787148594	0.8341644406
961	0.6787148594	0.8339713895
962	0.6782128514	0.8337952528
963	0.6777108434	0.833696422
964	0.6782128514	0.8334840044
965	0.6782128514	0.8333215187
966	0.6787148594	0.8331438797
967	0.6792168675	0.8330046901
968	0.6792168675	0.8328946065
969	0.6792168675	0.8327289655
970	0.6792168675	0.8326001742
971	0.6792168675	0.8324199756
972	0.6787148594	0.8321970112
973	0.6797188755	0.832019778
974	0.6797188755	0.8318453186
975	0.6782128514	0.8317549528
976	0.6792168675	0.8315606985
977	0.6797188755	0.8314119103
978	0.6802208835	0.8312320691
979	0.6812248996	0.831119325
980	0.6807228916	0.8308907278
981	0.6817269076	0.8306791149
982	0.6807228916	0.830547926
983	0.6807228916	0.8303723753
984	0.6807228916	0.8301826237
985	0.6807228916	0.8299714473
986	0.6812248996	0.8297933712
987	0.6807228916	0.8295213375
988	0.6797188755	0.8293440981
989	0.6792168675	0.8291672023
990	0.6812248996	0.8290500347
991	0.6807228916	0.8288170103
992	0.6807228916	0.8285983914
993	0.6822289157	0.8283535223
994	0.6822289157	0.8282077012
995	0.6827309237	0.8281242495
996	0.6812248996	0.8278489188
997	0.6812248996	0.827707492
998	0.6822289157	0.827546048
999	0.6822289157	0.8273348917
